Timestamp,Sender,Message,Type
2024-10-06 23:58:16,Ben,hodri meydan,Text
2024-10-06 23:58:36,Ben,HAHSHD,Text
2024-10-06 23:58:50,Ben,çshes an influencer,Text
2024-10-06 23:58:54,Ben,perde arkası,Text
2024-10-06 23:59:20,Ben,bu kim değil ama,Text
2024-10-06 23:59:21,Ben,bu ne,Text
2024-10-06 23:59:38,Ben,stajıma yazıcam,Text
2024-10-06 23:59:44,Ben,AH,Text
2024-10-06 23:59:47,Ben,THE BEST,Text
2024-10-06 23:59:48,Ben,hmmm,Text
2024-10-06 23:59:52,Ben,yatak ve snack..,Text
2024-10-07 00:01:07,Ben,derenin toksik ilişkisini dinliyorum,Text
2024-10-07 00:01:11,Ben,HANDNF,Text
2024-10-07 00:01:14,Ben,günün ilk mesajı,Text
2024-10-07 00:01:28,Gülbin,AHAHHA,Text
2024-10-07 00:01:36,Ben,ve içinde neden takılıp kalındığının ama neden hu kadar zarar veriğinin,Text
2024-10-07 00:01:40,Ben,ve bitmesi gerektiğini,Text
2024-10-07 00:01:41,Ben,anlıyorum,Text
2024-10-07 00:01:43,Ben,hmm,Text
2024-10-07 00:01:56,Defne,kanka,Text
2024-10-07 00:01:58,Defne,elaborate,Text
2024-10-07 00:02:06,Ben,kanka,Text
2024-10-07 00:02:09,Ben,too hard,Text
2024-10-07 00:02:17,Ben,i can only type this much,Text
2024-10-07 00:02:29,Ben,this was a big step for me,Text
2024-10-07 00:02:50,Ben,yok şey,Text
2024-10-07 00:02:53,Ben,hemmen,Text
2024-10-07 00:03:13,Ben,öfkeli oldupu için ve saygısız iletişim kurduğu için,Text
2024-10-07 00:03:16,Ben,o da öfkeleniyor,Text
2024-10-07 00:03:22,Ben,ve iletişimm kurmaya çalılıyor,Text
2024-10-07 00:03:28,Ben,ama çocuk insecurtisindrn dolayı,Text
2024-10-07 00:03:37,Ben,her türlü suçu derene atabilir,Text
2024-10-07 00:03:45,Ben,ve aşırı yoğun ve bence,Text
2024-10-07 00:04:00,Ben,international da çalışmaya başlamış ve şirkette de çalışmaya başlamış işte,Text
2024-10-07 00:04:05,Ben,ve eski değeri vermiyor gibi,Text
2024-10-07 00:04:12,Ben,okulda berabelerjen daha farklıymış,Text
2024-10-07 00:04:20,Ben,saygısızlık yapıyo sürekli,Text
2024-10-07 00:04:25,Ben,ve sözleri kırıcı cidden,Text
2024-10-07 00:04:36,Ben,asla sorumluluk kabul etmek yok,Text
2024-10-07 00:34:20,Defne,sonra oynadim,Text
2024-10-07 00:34:23,Defne,sonra obur common rooma geldim,Text
2024-10-07 00:34:35,Defne,ona geldim,Text
2024-10-07 00:34:37,Defne,HAJANJAHAHA,Text
2024-10-07 00:40:51,Defne,ay kankaaaa KORKUNCCCC,Text
2024-10-07 00:40:53,Defne,BERBAT,Text
2024-10-07 00:47:38,Duru,MÜKKKKOO,Text
2024-10-07 00:47:43,Duru,oha abi inanılmaz gök gürledi,Text
2024-10-07 00:47:47,Duru,TAM ŞU AN,Text
2024-10-07 00:48:34,Gülbin,harikaaaa süper,Text
2024-10-07 00:48:39,Gülbin,ihhihiihhi,Text
2024-10-07 00:49:06,Duru,EXACTLYY SLAY,Text
2024-10-07 00:49:34,Duru,ay çok iyiii,Text
2024-10-07 00:50:35,Duru,daha çok yolun var ama iyi ilerliyosun kuzumm hahzahd,Text
2024-10-07 00:50:44,Duru,ben duramıyorum ya her yere yapıştırasım var,Text
2024-10-07 00:50:45,Defne,ay cok huseelll,Text
2024-10-07 00:51:43,Duru,AY UYUMAM LAZIM,Text
2024-10-07 00:51:46,Duru,HADİ BYEEE,Text
2024-10-07 00:51:59,Duru,çanta hazırlarken stickerları bulup bunla uğraşmaya başladım,Text
2024-10-07 00:52:41,Defne,IHIIH IYI GECOOOHH,Text
2024-10-07 01:11:37,Gülbin,qraya gelicek stickerlar karavandaa,Text
2024-10-07 07:11:46,Gülbin,Gahshshd,Text
2024-10-07 07:19:36,Duru,🥹🥹,Text
2024-10-07 07:19:56,Duru,şey kombini: okulun ilk günü yeni girişlilerin yanında bizim salmışlık,Text
2024-10-07 07:20:09,Duru,sweat haşofman,Text
2024-10-07 07:20:20,Gülbin,ABLA KOMBİNİİ,Text
2024-10-07 07:20:23,Duru,ohaaa amk,Text
2024-10-07 07:20:31,Gülbin,and sameeee,Text
2024-10-07 07:21:04,Duru,abi çok iyi foto çüşşş,Text
2024-10-07 07:21:19,Gülbin,hihihihi,Text
2024-10-07 07:21:24,Duru,iyi bari lahve içeriz,Text
2024-10-07 07:21:28,Duru,8.30dan çnce gelirsem,Text
2024-10-07 07:21:50,Duru,bi de yağmurlu havada güneş gözlüğümle ahzjajjwjsj,Text
2024-10-07 07:22:30,Gülbin,inşşşşş,Text
2024-10-07 07:22:33,Gülbin,ahendjdjdkxl,Text
2024-10-07 07:22:38,Gülbin,benim dersim 10da bi de,Text
2024-10-07 07:40:55,Duru,ABİ YUH MANYAK İNSANLAR,Text
2024-10-07 07:41:06,Duru,ÇOK GÜZELLL,Text
2024-10-07 07:51:22,Gülbin,hihihih,Text
2024-10-07 08:08:18,Zeynep,KANSKKAJSKAKSSKJDKSJ,Text
2024-10-07 08:08:30,Zeynep,AY İHİHİHİHİHİİHİH,Text
2024-10-07 08:08:40,Duru,sen nerdesin lan,Text
2024-10-07 08:29:47,Zeynep,ihi,Text
2024-10-07 08:30:06,Zeynep,içime tişörtü üstüme bunu giydim,Text
2024-10-07 08:30:07,Zeynep,ihi,Text
2024-10-07 08:42:58,Gülbin,UFFFFFD MMMMMM,Text
2024-10-07 08:49:11,Duru,KANKA BAYILDIMMMMM,Text
2024-10-07 08:49:14,Duru,ÇÜŞ,Text
2024-10-07 08:49:18,Zeynep,ay ihihihihihiihihi,Text
2024-10-07 08:49:20,Zeynep,OF AMA ETEK,Text
2024-10-07 08:49:23,Zeynep,😩,Text
2024-10-07 08:49:24,Duru,YA SENN NESİN YAAA,Text
2024-10-07 08:49:26,Zeynep,yapabilir miyim,Text
2024-10-07 08:49:28,Zeynep,sizcene,Text
2024-10-07 08:49:29,Zeynep,kine,Text
2024-10-07 08:49:36,Duru,tabi ki abi,Text
2024-10-07 08:49:43,Zeynep,çok büyük bi yük benim için,Text
2024-10-07 08:49:47,Zeynep,IRGAT OLDUM YİNE,Text
2024-10-07 09:45:45,Ben,commonınız aşırı güzelll,Text
2024-10-07 09:45:50,Ben,o oencereler ne öyyyle,Text
2024-10-07 09:46:02,Ben,oHa,Text
2024-10-07 09:46:04,Ben,GUZELLIKK,Text
2024-10-07 09:46:06,Ben,hmmm,Text
2024-10-07 09:46:43,Ben,ay şimdi kalkıp,Text
2024-10-07 09:46:46,Ben,üstüme bunu giyicem,Text
2024-10-07 09:46:54,Ben,çok bi synching hissettim,Text
2024-10-07 09:47:14,Ben,asimetrik şort etek sweat BAYILIRIM,Text
2024-10-07 09:47:26,Ben,the glasses THE GLASSES,Text
2024-10-07 09:47:35,Zeynep,ay LEYLEĞİME DAHA BAKAMAMIŞTIM,Text
2024-10-07 09:47:38,Ben,SO BRAT,Text
2024-10-07 09:47:40,Ben,SO COOL,Text
2024-10-07 09:47:41,Zeynep,AY HİİHİHİHİHİHİHİ,Text
2024-10-07 09:47:49,Ben,şaka mısın,Text
2024-10-07 09:47:52,Ben,abi hepinizin,Text
2024-10-07 09:47:55,Ben,yedide kalkması,Text
2024-10-07 09:48:00,Zeynep,AY EHEHEHEHEHEHEE,Text
2024-10-07 09:48:02,Zeynep,DELİRCEM,Text
2024-10-07 09:48:10,Zeynep,BENİ ÇOK SARDI HU GRUP,Text
2024-10-07 09:48:17,Zeynep,AHDKAJKDSJD,Text
2024-10-07 09:48:26,Zeynep,aşkm gülbin mali beşte kalkmış hatta aq,Text
2024-10-07 09:48:33,Ben,niye,Text
2024-10-07 09:48:35,Zeynep,ANDLSJDLSJDLSKFLSJFLSKD KUM TANEMMMMMM,Text
2024-10-07 09:48:37,Zeynep,DELİRCEM,Text
2024-10-07 09:48:40,Zeynep,AY AŞIRI TATLI,Text
2024-10-07 09:48:41,Ben,hayatla ne derdiniz varrr,Text
2024-10-07 09:48:42,Zeynep,KAFAYI YİCEM,Text
2024-10-07 09:48:48,Ben,KAR TANEMM,Text
2024-10-07 09:48:50,Ben,günnayyydınn,Text
2024-10-07 09:48:55,Zeynep,öf işte mal salak olduğu için,Text
2024-10-07 09:49:03,Zeynep,koça sabah gelmeye karar verdi,Text
2024-10-07 09:49:09,Ben,ABI,Text
2024-10-07 09:49:09,Zeynep,dün gece gelixekti normalde,Text
2024-10-07 09:49:12,Zeynep,İHİHİHİHİİH,Text
2024-10-07 09:49:13,Ben,SON ANA KADAR EV,Text
2024-10-07 09:49:16,Ben,bilirim bu acıyı,Text
2024-10-07 09:49:18,Ben,ama mal,Text
2024-10-07 09:49:20,Zeynep,AHSKSJDKSJDKS AY EVET,Text
2024-10-07 09:49:22,Zeynep,DELİ KARI,Text
2024-10-07 09:49:25,Zeynep,MAL,Text
2024-10-07 09:49:24,Ben,DIBINE KADAR,Text
2024-10-07 09:49:30,Ben,o son gece o yatak,Text
2024-10-07 09:49:32,Ben,HMM,Text
2024-10-07 09:49:49,Zeynep,abi o sok gece yatak beni kahrediyo,Text
2024-10-07 09:49:53,Zeynep,GÜMÜŞ HİSSEDİYO ÇĞNKÜ,Text
2024-10-07 09:49:57,Zeynep,GİDECEĞİMİ,Text
2024-10-07 09:49:57,Zeynep,AQ,Text
2024-10-07 09:50:05,Zeynep,bavul falan hazırlıyınca,Text
2024-10-07 09:50:11,Zeynep,nasıllll huzursuz oldu yine,Text
2024-10-07 09:50:18,Zeynep,of minik kelebeğim ya,Text
2024-10-07 09:50:20,Ben,ABI KIYAMAM,Text
2024-10-07 09:50:21,Zeynep,gümüşü özledim,Text
2024-10-07 09:50:22,Zeynep,😩,Text
2024-10-07 09:50:23,Ben,INANNMAM,Text
2024-10-07 09:50:27,Ben,BOYLE BI VARLIK YOKK,Text
2024-10-07 09:50:28,Zeynep,HÜ,Text
2024-10-07 09:50:31,Ben,BEBEĞIMM,Text
2024-10-07 09:50:32,Zeynep,AHDKAJDKSJDKSJDKJS,Text
2024-10-07 09:50:37,Zeynep,AĞLAMAK YAA,Text
2024-10-07 09:50:45,Zeynep,HOFOFOFOFOFOF,Text
2024-10-07 09:50:49,Ben,askkm koy bavula kaçır,Text
2024-10-07 09:50:56,Zeynep,ay aslında kızların da kedileri var,Text
2024-10-07 09:50:59,Zeynep,seviyolar çok,Text
2024-10-07 09:51:00,Ben,yookyokyoyokyok,Text
2024-10-07 09:51:05,Ben,haftasonu,Text
2024-10-07 09:51:06,Zeynep,gümüşü getirmeyi teklif mi etsem,Text
2024-10-07 09:51:07,Zeynep,ihi,Text
2024-10-07 09:51:10,Ben,en sevdiği mamamdan alışşl,Text
2024-10-07 09:51:12,Zeynep,eve,Text
2024-10-07 09:51:16,Zeynep,😩,Text
2024-10-07 09:51:17,Ben,EVET,Text
2024-10-07 09:51:19,Ben,ABI EVET,Text
2024-10-07 09:51:21,Zeynep,ıslak mama alim evet,Text
2024-10-07 09:51:23,Zeynep,ama kusuyo yaa,Text
2024-10-07 09:51:26,Ben,yeni mi geliyo aklına bu kar tanemmm,Text
2024-10-07 09:51:30,Zeynep,O KADAR MÜKEMMEL OLUR Kİ,Text
2024-10-07 09:51:33,Zeynep,AHSKAJLDJDLSJSLDJD,Text
2024-10-07 09:51:40,Zeynep,ay kum tanem ama ne blim,Text
2024-10-07 09:51:41,Ben,O KIZ EVII,Text
2024-10-07 09:51:42,Ben,hmm,Text
2024-10-07 09:51:46,Zeynep,kızlarla hiç tanışmııodum ya,Text
2024-10-07 09:51:49,Zeynep,AY HİİHİHİHİHÜ,Text
2024-10-07 09:51:51,Ben,evet evet canım,Text
2024-10-07 09:51:53,Ben,birwz geçsin,Text
2024-10-07 09:51:59,Ben,ama sende de kalabilir gibi arada,Text
2024-10-07 09:52:00,Zeynep,ay kızlarla bu arada hafta sonu çok iyi kaynaştık,Text
2024-10-07 09:52:01,Ben,sanki,Text
2024-10-07 09:52:02,Zeynep,😩🧿,Text
2024-10-07 09:52:03,Ben,neden olmasın,Text
2024-10-07 09:52:07,Ben,ŞAKA,Text
2024-10-07 09:52:09,Zeynep,di mi,Text
2024-10-07 09:52:12,Ben,kar tanesiii,Text
2024-10-07 09:52:17,Zeynep,İHİHİHİ,Text
2024-10-07 09:52:19,Ben,kişiliğini ortaya koymuş yine,Text
2024-10-07 09:52:26,Zeynep,AHSKAJSKAJSLSSJLSD,Text
2024-10-07 09:52:27,Ben,NAAPTINIZ,Text
2024-10-07 09:52:28,Zeynep,AHDKAJDKSJDSJDK,Text
2024-10-07 09:52:30,Ben,ne kadar içtiniz,Text
2024-10-07 09:52:35,Zeynep,ay evdeydik işte,Text
2024-10-07 09:52:40,Zeynep,ay sıfır biliyo musun,Text
2024-10-07 09:52:41,Zeynep,AY AMA,Text
2024-10-07 09:52:42,Zeynep,EVE,Text
2024-10-07 09:52:53,Ben,inanamam,Text
2024-10-07 09:52:56,Ben,sen varsan,Text
2024-10-07 09:52:57,Ben,inanamam,Text
2024-10-07 09:53:04,Zeynep,GRAPEFRUİTLU CİN,Text
